"id","corporate_office","zone","circle","division","subdivision","section","rate_schedule_main_grp","tariff","rate_schedule_code","debit_rate","credit_rate","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations","metered_installations","unmetered_installations","total_metered_unmetered","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_unbilled","ob_active","ob_inactive","ob_total","demand_active","demand_inactive","demand_total","collection_active","collection_inactive","collection_total","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption","bill_cancellation_consumption","net_consumption","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_total_sum","misc_revenue","misc_demand","misc_interest_rev_arrears","misc_total_sum","cur_revenue","cur_misc_demand","cur_interest_rev_arrears","cur_interest_tax","cur_tax","cur_total_sum","dr_adj_revenue","dr_adj_misc","dr_adj_tax","dr_adj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_total_sum","net_demand_revenue","net_demand_tax","coll_revenue","coll_interest_rev_misc","coll_interest_tax","coll_tax","coll_total_sum","cr_adj_revenue","cr_adj_misc","cr_adj_tax","cr_adj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_revenue","pc_interest_tax","pc_tax","pc_total","net_collection","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_coll_eff_with_adj","pct_coll_eff_without_adj","ratio_arrears_to_demand","demand_per_unit","coll_per_unit_with_adj","coll_per_unit_without_adj","consumption_per_installation","pct_recovery_of_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb"
"702","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","HT","HT","HT2C1","23.2708","61.2708","N","N","11","33","2","35","33","0","33","0","31","2","33","46329824.85","0.0","46329824.85","344205447.82","0.0","344205447.82","328638301.5","0.0","328638301.5","0.0","0.0","30186477.76","0.0","30186477.76","92743.75","30093734.01","0.0","46329824.85","1132702.3","54346.55","5967688.18","53544410.65","46329824.85","25134414.86","757813.24","72222052.95","292247500.94","25134414.86","757813.24","0.0","27142689.19","345282418.24","180441.3","0.0","0.0","180441.3","6950.63","0.0","0.0","0.0","38084.7","45035.33","344205447.82","27104604.49","328638301.5","735567.44","0.0","32138413.75","362632271.72","1281461.14","0.0","0.0","1281461.14","4097315.88","110281.08","0.0","0.0","0.0","185424.38","0.0","0.0","0.0","185424.38","363728308.48","199869.7","61697101.47","1154948.1","0.0","933878.92","63879649.14","9.92","100","93.9394","0","100.0","0.0","87.8005","86.8571","0.152937","13.8368","12.1488","12.0131","914741.7504","121.0995","59848.76","1153860.91","0.0","0.0","1153860.91","1119989.03","0.0","0.0","93720.64"
"703","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","1962","149","2111","1962","0","1962","0","1814","148","1962","395600.01","0.0","395600.01","2482844.43","0.0","2482844.43","2416403.24","0.0","2416403.24","14703.06","0.0","404731.52","0.0","419434.58","423.19","419011.39","0.0","395600.01","10529.06","519.22","30168.0","436816.3","395600.01","165936.97","7877.85","569414.83","2142189.64","165936.97","7877.85","0.0","176981.32","2492985.78","5063.01","0.0","0.0","5063.01","12037.86","0.0","0.0","0.0","884.72","12922.58","2482844.43","176096.6","2416403.24","7501.04","0.0","197241.05","2621145.33","20473.5","0.0","0.0","20473.5","21690.82","33.12","0.0","0.0","0.0","7274.45","0.0","0.0","0.0","7274.45","2634344.38","1228.36","460812.85","10905.87","0.0","9023.56","480742.27","9.92","100","92.4567","0","96.4946","3.5054","86.157","85.5912","0.156723","7.3133","6.3009","6.2492","213.7791","62.9963","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"704","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","44542","3391","47933","44542","0","44542","0","41179","3363","44542","105955944.18","0.0","105955944.18","535274402.93","0.0","535274402.93","548770411.96","0.0","548770411.96","2026429.7","0.0","48881775.15","0.0","50908204.85","21916.48","50886288.38","0.0","105955944.18","1488688.72","73277.47","4424702.56","111942612.94","105955944.18","37787237.74","973082.94","144716264.87","458785197.28","37787237.74","973082.94","0.0","41980511.86","539526029.83","985801.28","0.0","0.0","985801.28","2017236.99","0.0","0.0","0.0","4753.63","2021990.62","535274402.93","41975758.23","548770411.96","945564.41","0.0","45092887.28","594808863.65","1466847.22","0.0","0.0","1466847.22","4440982.02","194417.27","0.0","0.0","0.0","595643.43","0.0","0.0","0.0","595643.43","595680067.44","95736.3","92364198.86","1516207.25","0.0","1307573.51","95187979.62","9.92","100","92.4498","0","96.0194","3.9806","87.4526","86.9296","0.138914","13.4601","11.7712","11.6839","1142.9259","117.7817","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"705","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","676","51","727","676","0","676","0","625","51","676","1321519.49","0.0","1321519.49","5674558.6","0.0","5674558.6","6114497.09","0.0","6114497.09","31392.87","0.0","813889.23","0.0","845282.1","1169.61","844112.49","0.0","1321519.49","15311.07","363.49","64492.62","1401686.67","1321519.49","376867.04","13621.91","1712008.43","4891368.98","376867.04","13621.91","0.0","454571.82","5736429.74","24085.5","0.0","0.0","24085.5","21873.77","0.0","0.0","0.0","749.3","22623.06","5674558.6","453822.52","6114497.09","13406.18","0.0","510844.19","6638747.46","60617.99","0.0","0.0","60617.99","92742.39","1543.07","0.0","0.0","0.0","4143.8","0.0","0.0","0.0","4143.8","6695221.66","2629.17","878951.82","15526.8","0.0","7470.95","901949.57","9.92","100","92.4556","0","96.2861","3.7139","90.0832","89.1294","0.120702","8.8403","7.9636","7.8539","1250.4173","79.1722","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"706","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","9577","729","10306","9577","0","9577","0","8854","723","9577","223528999.77","0.0","223528999.77","1108171241.84","0.0","1108171241.84","1167602403.72","0.0","1167602403.72","1904536.42","0.0","81619516.09","0.0","83524052.5","183391.55","83340660.96","0.0","223528999.77","4444281.68","352951.91","19163359.11","247968579.23","223528999.77","73409590.46","2029111.06","298967701.29","961346944.09","73409590.46","2029111.06","0.0","83296729.77","1120082375.39","2843083.73","0.0","0.0","2843083.73","6896189.04","0.0","0.0","0.0","191695.78","7087884.82","1108171241.84","83105033.99","1167602403.72","1999529.96","0.0","100966389.5","1279060716.38","8259367.0","0.0","0.0","8259367.0","17293319.9","152186.29","0.0","0.0","0.0","1151920.41","0.0","0.0","0.0","1151920.41","1286168162.97","1074129.03","163023708.85","4473862.77","0.0","1302003.59","169404198.67","9.92","100","92.4507","0","97.7198","2.2802","91.171","90.135","0.11914","17.0238","15.5207","15.3137","8721.317","154.3718","478986.77","8618029.88","0.0","0.0","8618029.88","8492393.19","0.0","0.0","604623.45"
"707","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","3510","267","3777","3510","0","3510","0","3245","265","3510","70326847.98","0.0","70326847.98","470512243.75","0.0","470512243.75","469122072.38","0.0","469122072.38","990634.38","0.0","42516645.28","0.0","43507279.66","115222.5","43392057.15","0.0","70326847.98","1660989.12","96767.54","5060446.83","77379917.39","70326847.98","33035765.78","984248.93","104346862.69","399819387.72","33035765.78","984248.93","0.0","33601782.26","467441184.69","3341624.3","0.0","0.0","3341624.3","688797.69","0.0","0.0","0.0","116823.77","805621.46","470512243.75","33484958.49","469122072.38","982104.85","0.0","38578007.56","511894557.76","2567772.61","0.0","0.0","2567772.61","4442177.38","122196.1","0.0","0.0","0.0","605651.07","0.0","0.0","0.0","605651.07","513856679.3","87513.67","71629505.68","1663133.2","0.0","0.0","73534517.88","9.92","100","92.4501","0","97.7231","2.2769","89.7774","89.5252","0.127857","13.2192","11.8678","11.7657","12395.2364","118.6061","234865.91","3219386.05","0.0","0.0","3219386.05","3212372.96","0.0","0.0","241879.0"
"708","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Mudalapalya","Mudalapalya","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","677","52","729","677","0","677","0","626","51","677","1291552.0","0.0","1291552.0","11660162.47","0.0","11660162.47","11093932.23","0.0","11093932.23","107436.45","0.0","2793347.64","0.0","2900784.09","4903.2","2895880.89","0.0","1291552.0","35086.55","1708.67","178932.53","1507279.73","1291552.0","832941.75","13641.74","2138135.49","9974589.77","832941.75","13641.74","0.0","839865.94","11661039.2","58218.42","0.0","0.0","58218.42","65812.71","0.0","0.0","0.0","2219.14","68031.85","11660162.47","837646.8","11093932.23","13433.22","0.0","1003225.54","12110590.99","52270.33","0.0","0.0","52270.33","101565.88","1218.19","0.0","0.0","0.0","18742.3","0.0","0.0","0.0","18742.3","12144119.02","4446.98","1853335.26","35295.07","0.0","13353.78","1901984.11","9.92","100","92.4668","0","96.2963","3.7037","88.1274","87.7632","0.137254","4.7771","4.21","4.1749","4284.7623","42.0861","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"709","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","HT","HT","HT1","23.2507","61.2507","N","N","11","24","2","26","24","0","24","0","22","2","24","58996495.38","0.0","58996495.38","249385142.26","0.0","249385142.26","261127901.2","0.0","261127901.2","0.0","0.0","18230261.84","0.0","18230261.84","66250.9","18164010.94","0.0","58996495.38","1496146.05","71573.25","4234509.33","64886806.19","58996495.38","17727330.68","991054.78","77714880.84","211717634.85","17727330.68","991054.78","0.0","17795467.91","248231488.21","1843010.63","0.0","0.0","1843010.63","1612274.13","0.0","0.0","0.0","65108.57","1677382.7","249385142.26","17730359.34","261127901.2","955960.64","0.0","21249876.08","284008353.26","2074924.16","0.0","0.0","2074924.16","3677941.52","49770.01","0.0","0.0","0.0","220072.27","0.0","0.0","0.0","220072.27","285863205.15","246448.46","47007287.98","1531240.19","0.0","714992.59","49366368.64","9.92","100","91.6667","0","100.0","0.0","87.7656","87.1335","0.150604","17.9805","15.7807","15.579","759594.2433","157.0459","88082.18","699381.05","0.0","0.0","699381.05","674615.34","0.0","0.0","112847.89"
"710","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","17","1","18","17","0","17","0","16","1","17","39352764.86","0.0","39352764.86","158019870.0","0.0","158019870.0","170675746.64","0.0","170675746.64","0.0","0.0","14060415.01","0.0","14060415.01","35923.94","14024491.07","0.0","39352764.86","458923.05","10724.81","2041752.24","42002226.43","39352764.86","10416920.76","392092.33","50161777.94","135861558.34","10416920.76","392092.33","0.0","11506912.65","158177484.07","813696.32","0.0","0.0","813696.32","273410.83","0.0","0.0","0.0","39150.54","312561.37","158019870.0","11467762.1","170675746.64","381935.96","0.0","13197713.82","184932190.67","160680.62","0.0","0.0","160680.62","1538041.42","25028.18","0.0","0.0","0.0","227125.83","0.0","0.0","0.0","227125.83","184865745.45","69079.25","26627808.96","469079.41","0.0","311800.52","27564747.55","9.92","100","94.1176","0","100.0","0.0","89.155","88.7649","0.131792","14.8753","13.2621","13.1527","827083.2362","132.5875","138061.48","694791.42","0.0","0.0","694791.42","676794.24","0.0","0.0","156058.66"
"711","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","24","2","26","24","0","24","0","22","2","24","39294609.62","0.0","39294609.62","210275966.72","0.0","210275966.72","209671998.01","0.0","209671998.01","0.0","0.0","21464589.44","0.0","21464589.44","67867.5","21396721.93","0.0","39294609.62","999948.81","12632.91","2139218.98","42582292.2","39294609.62","14631375.87","608985.71","54534971.21","179626072.43","14631375.87","608985.71","0.0","15501476.66","210367910.66","856021.61","0.0","0.0","856021.61","686850.48","0.0","0.0","0.0","61647.69","748498.17","210275966.72","15439828.97","209671998.01","583258.05","0.0","16895433.84","228286879.99","314428.66","0.0","0.0","314428.66","1935892.66","26168.56","0.0","0.0","0.0","227618.79","0.0","0.0","0.0","227618.79","228373689.86","17882.95","39880695.38","1025676.47","0.0","683614.1","41775985.47","9.92","100","91.6667","0","100.0","0.0","86.6284","86.1776","0.157195","12.3813","10.7257","10.6355","894357.8931","107.2128","135881.89","1186307.71","0.0","0.0","1186307.71","1136190.09","0.0","0.0","185999.51"
"712","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","HT","HT","HT2B1","23.2707","61.2707","N","N","11","16","1","17","16","0","16","0","15","1","16","31808002.95","0.0","31808002.95","149208506.28","0.0","149208506.28","158123334.91","0.0","158123334.91","0.0","0.0","13485265.11","0.0","13485265.11","32787.96","13452477.15","0.0","31808002.95","794038.15","15180.99","1899520.31","34574271.98","31808002.95","10254541.01","507061.03","42569604.99","126565580.96","10254541.01","507061.03","0.0","10404873.0","147732056.0","1214133.4","0.0","0.0","1214133.4","94412.15","0.0","0.0","0.0","20233.81","114645.95","149208506.28","10384639.2","158123334.91","506259.81","0.0","12284950.92","171884204.04","875317.72","0.0","0.0","875317.72","1622888.65","27085.56","0.0","0.0","0.0","118377.66","0.0","0.0","0.0","118377.66","172641144.1","123086.02","22770088.31","794839.36","0.0","0.0","23623991.85","9.92","100","93.75","0","100.0","0.0","90.5968","90.322","0.123353","14.2019","12.8664","12.7461","842829.0697","128.4887","57529.59","971193.0","0.0","0.0","971193.0","969658.4","0.0","0.0","59064.18"
"713","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","HT","HT","HT2B2","23.2737","61.2737","N","N","11","26","2","28","26","0","26","0","24","2","26","50082346.78","0.0","50082346.78","254464285.08","0.0","254464285.08","265201244.54","0.0","265201244.54","0.0","0.0","22393935.23","0.0","22393935.23","34939.37","22358995.85","0.0","50082346.78","1104598.41","42927.22","2822154.29","54147992.23","50082346.78","18941055.19","719839.96","69743241.93","215462171.31","18941055.19","719839.96","0.0","19261121.74","254384188.2","523554.75","0.0","0.0","523554.75","843231.29","0.0","0.0","0.0","51512.18","894743.47","254464285.08","19209609.56","265201244.54","718909.42","0.0","22054728.63","289166542.12","13262.97","0.0","0.0","13262.97","3407745.29","58354.83","0.0","0.0","0.0","689819.09","0.0","0.0","0.0","689819.09","288489985.99","222550.78","39122836.54","1105528.96","0.0","0.0","40325873.5","9.92","100","92.3077","0","100.0","0.0","90.1196","89.2138","0.124213","14.4973","13.0649","12.9127","861305.201","130.1685","95965.53","1193202.01","0.0","0.0","1193202.01","1191659.54","0.0","0.0","97508.0"
"714","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","HT","HT","HT2C1","23.2708","61.2708","N","N","11","32","2","34","32","0","32","0","30","2","32","79656899.71","0.0","79656899.71","335402546.53","0.0","335402546.53","350628449.11","0.0","350628449.11","0.0","0.0","27517377.8","0.0","27517377.8","76549.58","27440828.22","0.0","79656899.71","1197945.22","23686.6","3345103.73","84391550.65","79656899.71","23080107.06","1262983.37","103999990.13","287211998.78","23080107.06","1262983.37","0.0","25537203.66","337092292.87","1544618.44","0.0","0.0","1544618.44","2040251.55","0.0","0.0","0.0","5741.94","2045993.49","335402546.53","25531461.72","350628449.11","1207073.98","0.0","27603753.52","380306762.34","1254611.64","0.0","0.0","1254611.64","3787585.07","47357.19","0.0","0.0","0.0","1306580.01","0.0","0.0","0.0","1306580.01","380254793.98","312087.49","64118909.64","1253854.61","0.0","1272811.93","66853671.88","9.92","100","93.75","0","100.0","0.0","86.7741","86.2193","0.151035","16.0857","13.9582","13.8206","859918.0562","139.3206","167915.39","907666.04","0.0","0.0","907666.04","867485.74","0.0","0.0","208095.7"
"715","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","1652","126","1778","1652","0","1652","0","1527","125","1652","291984.0","0.0","291984.0","2083532.52","0.0","2083532.52","2018529.84","0.0","2018529.84","13180.45","0.0","336593.39","0.0","349773.85","504.33","349269.52","0.0","291984.0","4273.71","185.42","23009.3","319452.42","291984.0","148424.32","2954.13","443362.45","1788301.5","148424.32","2954.13","0.0","153315.67","2092995.63","871.77","0.0","0.0","871.77","8397.64","0.0","0.0","0.0","15.28","8412.92","2083532.52","153300.4","2018529.84","2866.44","0.0","171090.56","2192486.83","4983.04","0.0","0.0","4983.04","25981.64","853.48","0.0","0.0","0.0","6414.45","0.0","0.0","0.0","6414.45","2191055.43","99.33","356887.36","4361.4","0.0","5219.13","366467.9","9.92","100","92.4334","0","96.2317","3.7683","87.4366","86.4423","0.144436","7.2539","6.3426","6.2683","211.7275","63.1885","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"716","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","45615","3472","49087","45615","0","45615","0","42171","3444","45615","118551513.66","0.0","118551513.66","501853828.79","0.0","501853828.79","518215280.48","0.0","518215280.48","1772356.81","0.0","44504067.94","0.0","46276424.75","55036.29","46221388.45","0.0","118551513.66","1454822.16","63210.85","5667667.83","125737214.49","118551513.66","35257541.84","2083191.42","155892246.92","426519209.32","35257541.84","2083191.42","0.0","39796566.96","503656509.55","3847603.47","0.0","0.0","3847603.47","3194450.53","0.0","0.0","0.0","78376.2","3272826.72","501853828.79","39718190.77","518215280.48","1980553.31","0.0","43224227.96","563420061.75","2711218.18","0.0","0.0","2711218.18","6317558.35","243792.76","0.0","0.0","0.0","1552719.52","0.0","0.0","0.0","1552719.52","564578560.41","500747.91","101689314.06","1557460.26","0.0","2161630.64","105408404.96","9.92","100","92.4499","0","96.1701","3.8299","85.8819","85.4251","0.158892","14.3355","12.3116","12.1751","1014.5002","122.7329","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"717","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","603","46","649","603","0","603","0","557","46","603","836587.9","0.0","836587.9","6271735.62","0.0","6271735.62","6014768.04","0.0","6014768.04","29204.14","0.0","728935.3","0.0","758139.44","725.7","757413.73","0.0","836587.9","22589.74","885.09","81779.27","941842.01","836587.9","455438.84","15173.88","1307200.63","5319852.05","455438.84","15173.88","0.0","464516.72","6254981.49","44641.91","0.0","0.0","44641.91","33983.78","0.0","0.0","0.0","1841.59","35825.37","6271735.62","462675.12","6014768.04","14824.7","0.0","533724.63","6563317.37","59487.95","0.0","0.0","59487.95","70762.11","2534.03","0.0","0.0","0.0","14568.92","0.0","0.0","0.0","14568.92","6608236.4","2706.52","1090848.96","22938.93","0.0","10729.76","1124517.65","9.92","100","92.3715","0","96.1479","3.8521","87.2122","86.7913","0.14783","10.0335","8.7505","8.6571","1257.2793","87.2695","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"718","BESCOM Corporate Office","BMAZ-South","Bengaluru West Circle","Kengeri","Nagarabhavi","Nagarabhavi","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","8376","638","9014","8376","0","8376","0","7744","632","8376","135315605.57","0.0","135315605.57","687694438.89","0.0","687694438.89","706654211.56","0.0","706654211.56","1561613.17","0.0","66770333.79","0.0","68331946.95","106812.2","68225134.75","0.0","135315605.57","1853690.5","82945.91","8459535.89","146150034.36","135315605.57","48267013.99","2459757.26","186042376.82","583738847.45","48267013.99","2459757.26","0.0","51095819.79","685561438.49","3168488.49","0.0","0.0","3168488.49","666439.55","0.0","0.0","0.0","104037.65","770477.2","687694438.89","50991782.14","706654211.56","2417338.24","0.0","58528311.36","772457901.5","6204077.03","0.0","0.0","6204077.03","7210202.93","192152.56","0.0","0.0","0.0","932707.69","0.0","0.0","0.0","932707.69","777729270.84","593156.73","115762676.17","1896109.52","0.0","923006.67","119105296.87","9.92","100","92.4546","0","97.7147","2.2853","89.1281","88.6249","0.136156","12.8018","11.41","11.3045","8158.0643","113.9566","438256.49","4943288.36","0.0","0.0","4943288.36","4858040.34","0.0","0.0","523504.51"
